,CUSIP,Issuer Name,State Code,U.S. County Of Issuance,Mod Dur (Mid),Iss Spd Wst,Issue Date,Bond Purpose,Cpn,Maturity,Mty Size,Yield at Issue,Spread to AAA BVAL (%),YTW Sprd to Mty at Iss,Tax Prov,MSRB Volume,matches,USPS,NAME,INTPTLAT,INTPTLONG                                                                                                               
683,194748FD6,Collin County Municipal Utility District No 1,TX,"Collin, TX",3.335593258,51.60333425,11/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,2/15/2026,375000,1.78,#N/A Authorization,51.60333425,FED TAX-EXEMPT,,Collin County,TX,Collin County,33.194494,-96.579428
684,194749FD4,Collin County Water Control & Improvement District No 3,TX,"Collin, TX",0.152488777,45.67773699,8/15/2019,WATER UTILITY IMPS. SEWER IMPS. GREEN PURPOSE,2,9/15/2022,315000,1.4,#N/A Authorization,45.67773699,FED TAX-EXEMPT,,Collin County,TX,Collin County,33.194494,-96.579428
685,194749FF9,Collin County Water Control & Improvement District No 3,TX,"Collin, TX",2.08087638,52.16348932,8/15/2019,WATER UTILITY IMPS. SEWER IMPS. GREEN PURPOSE,2,9/15/2024,350000,1.5,#N/A Authorization,52.16348932,FED TAX-EXEMPT,,Collin County,TX,Collin County,33.194494,-96.579428
686,194749FH5,Collin County Water Control & Improvement District No 3,TX,"Collin, TX",3.927926113,50.37603014,8/15/2019,WATER UTILITY IMPS. SEWER IMPS. GREEN PURPOSE,2,9/15/2026,370000,1.6,#N/A Authorization,50.37603014,FED TAX-EXEMPT,,Collin County,TX,Collin County,33.194494,-96.579428
687,194749FK8,Collin County Water Control & Improvement District No 3,TX,"Collin, TX",5.694031123,56.99423014,8/15/2019,WATER UTILITY IMPS. SEWER IMPS. GREEN PURPOSE,2,9/15/2028,390000,1.8,#N/A Authorization,56.99423014,FED TAX-EXEMPT,,Collin County,TX,Collin County,33.194494,-96.579428
688,19626FAC4,Colony Municipal Utility District No 1E,TX,#N/A Field Not Applicable,1.037906744,93.33121918,2/26/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC FACILITIES,2.75,8/15/2023,45000,2.75,#N/A Authorization,93.33121918,FED BQ,,,TX,Denton County,33.205132,-97.12114
689,21885AMC4,City of Corinth TX,TX,"Denton, TX",1.516423679,12.19309315,4/4/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,2.75,2/15/2024,825000,1.81,#N/A Authorization,12.19309315,FED TAX-EXEMPT,,Denton County,TX,Denton County,33.205132,-97.12114
690,21885AME0,City of Corinth TX,TX,"Denton, TX",3.352230339,18.55086301,4/4/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,2.75,2/15/2026,875000,2,#N/A Authorization,18.55086301,FED TAX-EXEMPT,20000,Denton County,TX,Denton County,33.205132,-97.12114
691,21885AMF7,City of Corinth TX,TX,"Denton, TX",4.046858704,17.97143014,4/4/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,5,2/15/2027,910000,2.09,#N/A Authorization,17.97143014,FED TAX-EXEMPT,,Denton County,TX,Denton County,33.205132,-97.12114
692,119224CH4,Buena Vista-Bethel Special Utiltiy District,TX,"Ellis, TX",0.885422371,39.74015342,6/11/2019,WATER UTILITY IMPS.,4,6/15/2023,90000,1.9,#N/A Authorization,39.74015342,FED BQ/ST TAX-EXEMPT,,,TX,Ellis County,32.346878,-96.79694
693,119224CK7,Buena Vista-Bethel Special Utiltiy District,TX,"Ellis, TX",2.733075086,46.09613973,6/11/2019,WATER UTILITY IMPS.,4,6/15/2025,100000,2,#N/A Authorization,46.09613973,FED BQ/ST TAX-EXEMPT,10000,,TX,Ellis County,32.346878,-96.79694
694,119224CM3,Buena Vista-Bethel Special Utiltiy District,TX,"Ellis, TX",4.448554483,59.65237534,6/11/2019,WATER UTILITY IMPS.,4,6/15/2027,110000,2.2,#N/A Authorization,59.65237534,FED BQ/ST TAX-EXEMPT,60000,,TX,Ellis County,32.346878,-96.79694
695,119224CN1,Buena Vista-Bethel Special Utiltiy District,TX,"Ellis, TX",5.379775209,64.49209041,6/11/2019,WATER UTILITY IMPS.,3,6/15/2028,110000,2.3,#N/A Authorization,64.49209041,FED BQ/ST TAX-EXEMPT,,,TX,Ellis County,32.346878,-96.79694
696,107115PT8,City of Brenham TX,TX,"Washington, TX",1.037390667,27.52086849,3/19/2019,WATER UTILITY IMPS. PUBLIC IMPS. PROPERTY ACQUISITION,3,8/15/2023,120000,1.95,#N/A Authorization,27.52086849,FED BQ,,Washington County,TX,Washington County,30.215075,-96.410272
697,107115PW1,City of Brenham TX,TX,"Washington, TX",3.770431553,26.32709863,3/19/2019,WATER UTILITY IMPS. PUBLIC IMPS. PROPERTY ACQUISITION,3,8/15/2026,130000,2.15,#N/A Authorization,26.32709863,FED BQ,,Washington County,TX,Washington County,30.215075,-96.410272
698,221111DM6,Town of Corydon IN Water Revenue,IN,"Harrison, IN",0.444497724,39.65978904,12/12/2019,WATER UTILITY IMPS.,4,1/1/2023,85000,1.5,#N/A Authorization,39.65978904,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
699,221111DP9,Town of Corydon IN Water Revenue,IN,"Harrison, IN",1.404252442,43.08626849,12/12/2019,WATER UTILITY IMPS.,4,1/1/2024,90000,1.55,#N/A Authorization,43.08626849,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
700,221111DQ7,Town of Corydon IN Water Revenue,IN,"Harrison, IN",1.870050836,45.73921644,12/12/2019,WATER UTILITY IMPS.,4,7/1/2024,90000,1.6,#N/A Authorization,45.73921644,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
701,221111DX2,Town of Corydon IN Water Revenue,IN,"Harrison, IN",4.99887252,63.61392603,12/12/2019,WATER UTILITY IMPS.,3,1/1/2028,105000,2,#N/A Authorization,63.61392603,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
702,221111DZ7,Town of Corydon IN Water Revenue,IN,"Harrison, IN",5.827766536,66.43326027,12/12/2019,WATER UTILITY IMPS.,3,1/1/2029,105000,2.1,#N/A Authorization,66.43326027,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
703,109025ZV1,City of Brigantine NJ,NJ,"Atlantic, NJ",3.829853652,18.86646301,10/3/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,4,10/1/2026,1680000,1.6,#N/A Authorization,18.86646301,FED & ST TAX-EXEMPT,375000,Atlantic County,NJ,Atlantic County,39.469355,-74.633759
704,221687CH7,City of Cottage Grove OR,OR,"Lane, OR",1.789458177,19.14086301,10/17/2019,WATER UTILITY IMPS. SEWER IMPS.,4,6/1/2024,270000,1.43,#N/A Authorization,19.14086301,FED BQ/ST TAX-EXEMPT,50000,,OR,Lane County,43.928334,-122.897581
705,221687CK0,City of Cottage Grove OR,OR,"Lane, OR",3.567142624,22.29872877,10/17/2019,WATER UTILITY IMPS. SEWER IMPS.,4,6/1/2026,290000,1.51,#N/A Authorization,22.29872877,FED BQ/ST TAX-EXEMPT,30000,,OR,Lane County,43.928334,-122.897581
706,221111DN4,Town of Corydon IN Water Revenue,IN,"Harrison, IN",0.928930132,41.07612603,12/12/2019,WATER UTILITY IMPS.,4,7/1/2023,90000,1.52,#N/A Authorization,41.07612603,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
707,221111DS3,Town of Corydon IN Water Revenue,IN,"Harrison, IN",2.807016266,50.72246027,12/12/2019,WATER UTILITY IMPS.,3,7/1/2025,95000,1.7,#N/A Authorization,50.72246027,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
708,221111DT1,Town of Corydon IN Water Revenue,IN,"Harrison, IN",3.258888806,52.84767123,12/12/2019,WATER UTILITY IMPS.,3,1/1/2026,95000,1.75,#N/A Authorization,52.84767123,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
709,221111DV6,Town of Corydon IN Water Revenue,IN,"Harrison, IN",4.142330388,55.54364658,12/12/2019,WATER UTILITY IMPS.,3,1/1/2027,100000,1.85,#N/A Authorization,55.54364658,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
710,221111DW4,Town of Corydon IN Water Revenue,IN,"Harrison, IN",4.573915107,57.11605205,12/12/2019,WATER UTILITY IMPS.,3,7/1/2027,100000,1.9,#N/A Authorization,57.11605205,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
711,221111DY0,Town of Corydon IN Water Revenue,IN,"Harrison, IN",5.417260534,65.09060548,12/12/2019,WATER UTILITY IMPS.,3,7/1/2028,105000,2.05,#N/A Authorization,65.09060548,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
712,221111EA1,Town of Corydon IN Water Revenue,IN,"Harrison, IN",6.231327432,67.52812329,12/12/2019,WATER UTILITY IMPS.,3,7/1/2029,105000,2.15,#N/A Authorization,67.52812329,FED BQ/ST TAX-EXEMPT,,Harrison County,IN,Harrison County,38.186454,-86.103766
713,221687CG9,City of Cottage Grove OR,OR,"Lane, OR",0.849652498,16.91633151,10/17/2019,WATER UTILITY IMPS. SEWER IMPS.,3,6/1/2023,260000,1.41,#N/A Authorization,16.91633151,FED BQ/ST TAX-EXEMPT,,,OR,Lane County,43.928334,-122.897581
714,221687CJ3,City of Cottage Grove OR,OR,"Lane, OR",2.696532609,19.84379726,10/17/2019,WATER UTILITY IMPS. SEWER IMPS.,4,6/1/2025,280000,1.45,#N/A Authorization,19.84379726,FED BQ/ST TAX-EXEMPT,,,OR,Lane County,43.928334,-122.897581
715,221687CL8,City of Cottage Grove OR,OR,"Lane, OR",4.413870103,21.74137808,10/17/2019,WATER UTILITY IMPS. SEWER IMPS.,4,6/1/2027,300000,1.55,#N/A Authorization,21.74137808,FED BQ/ST TAX-EXEMPT,,,OR,Lane County,43.928334,-122.897581
716,221843EY7,Cottonwood Creek Municipal Utility District No 1,TX,"Travis, TX",0.113698457,54.12512603,8/13/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,9/1/2022,50000,1.8,#N/A Authorization,54.12512603,FED BQ,,Travis County,TX,Travis County,30.239513,-97.69127
717,221843FA8,Cottonwood Creek Municipal Utility District No 1,TX,"Travis, TX",2.017354094,59.09978082,8/13/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,9/1/2024,55000,1.9,#N/A Authorization,59.09978082,FED BQ,,Travis County,TX,Travis County,30.239513,-97.69127
718,221843FC4,Cottonwood Creek Municipal Utility District No 1,TX,"Travis, TX",3.808667294,68.37802192,8/13/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,3,9/1/2026,65000,2.1,#N/A Authorization,68.37802192,FED BQ,,Travis County,TX,Travis County,30.239513,-97.69127
719,121385K64,City of Burleson TX,TX,"Johnson, TX",0.598346233,13.11796164,6/5/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,5,3/1/2023,430000,1.71,#N/A Authorization,13.11796164,FED TAX-EXEMPT,20000,Johnson County,TX,Johnson County,32.379821,-97.364959
720,121385K98,City of Burleson TX,TX,"Johnson, TX",3.274211019,14.00683288,6/5/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,5,3/1/2026,505000,1.82,#N/A Authorization,14.00683288,FED TAX-EXEMPT,40000,Johnson County,TX,Johnson County,32.379821,-97.364959
721,121385L30,City of Burleson TX,TX,"Johnson, TX",4.873483499,17.66905479,6/5/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,5,3/1/2028,555000,1.95,#N/A Authorization,17.66905479,FED TAX-EXEMPT,80000,Johnson County,TX,Johnson County,32.379821,-97.364959
722,21657ARA9,City of Coon Rapids MN,MN,"Anoka, MN",2.338422454,16.53150137,8/8/2019,PUBLIC IMPS. WATER UTILITY IMPS.,5,2/1/2025,570000,1.42,#N/A Authorization,16.53150137,FED BQ/ST TAX-EXEMPT,150000,,MN,Anoka County,45.27411,-93.242723
723,21657ARC5,City of Coon Rapids MN,MN,"Anoka, MN",4.008197193,20.16494521,8/8/2019,PUBLIC IMPS. WATER UTILITY IMPS.,5,2/1/2027,630000,1.58,#N/A Authorization,20.16494521,FED BQ/ST TAX-EXEMPT,145000,,MN,Anoka County,45.27411,-93.242723
724,10607FFC1,Brazoria County Municipal Utility District No 39,TX,"Brazoria, TX",0.113691725,44.29140712,9/1/2019,REFUNDING NOTES WATER UTILITY IMPS. SEWER IMPS.,3,9/1/2022,135000,1.4,#N/A Authorization,44.29140712,FED BQ,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
725,10607FFE7,Brazoria County Municipal Utility District No 39,TX,"Brazoria, TX",2.016794091,57.4159726,9/1/2019,REFUNDING NOTES WATER UTILITY IMPS. SEWER IMPS.,3,9/1/2024,140000,1.55,#N/A Authorization,57.4159726,FED BQ,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
726,21885AMG5,City of Corinth TX,TX,"Denton, TX",4.824563134,19.25847945,4/4/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,5,2/15/2028,955000,2.2,#N/A Authorization,19.25847945,FED TAX-EXEMPT,10000,Denton County,TX,Denton County,33.205132,-97.12114
727,119224CJ0,Buena Vista-Bethel Special Utiltiy District,TX,"Ellis, TX",1.826966127,43.18465753,6/11/2019,WATER UTILITY IMPS.,4,6/15/2024,95000,1.95,#N/A Authorization,43.18465753,FED BQ/ST TAX-EXEMPT,,,TX,Ellis County,32.346878,-96.79694
728,119224CP6,Buena Vista-Bethel Special Utiltiy District,TX,"Ellis, TX",6.197178593,68.21887671,6/11/2019,WATER UTILITY IMPS.,3,6/15/2029,115000,2.4,#N/A Authorization,68.21887671,FED BQ/ST TAX-EXEMPT,,,TX,Ellis County,32.346878,-96.79694
729,107115PS0,City of Brenham TX,TX,"Washington, TX",0.069382982,26.07681096,3/19/2019,WATER UTILITY IMPS. PUBLIC IMPS. PROPERTY ACQUISITION,3,8/15/2022,120000,1.9,#N/A Authorization,26.07681096,FED BQ,,Washington County,TX,Washington County,30.215075,-96.410272
730,107115PU5,City of Brenham TX,TX,"Washington, TX",1.975517351,27.10258356,3/19/2019,WATER UTILITY IMPS. PUBLIC IMPS. PROPERTY ACQUISITION,3,8/15/2024,120000,2,#N/A Authorization,27.10258356,FED BQ,,Washington County,TX,Washington County,30.215075,-96.410272
731,107115PX9,City of Brenham TX,TX,"Washington, TX",4.627559457,27.07413151,3/19/2019,WATER UTILITY IMPS. PUBLIC IMPS. PROPERTY ACQUISITION,3,8/15/2027,130000,2.25,#N/A Authorization,27.07413151,FED BQ,,Washington County,TX,Washington County,30.215075,-96.410272
732,26362RAC1,Dublin Community Facilities District No 2015-1,CA,"Alameda, CA",0.113692145,74.8526,7/18/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,4,9/1/2022,155000,2.04,#N/A Authorization,74.8526,FED & ST TAX-EXEMPT,,Alameda County,CA,Alameda County,37.647139,-121.912488
733,26362RAE7,Dublin Community Facilities District No 2015-1,CA,"Alameda, CA",1.99476935,83.87471781,7/18/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,4,9/1/2024,250000,2.17,#N/A Authorization,83.87471781,FED & ST TAX-EXEMPT,,Alameda County,CA,Alameda County,37.647139,-121.912488
734,26362RAG2,Dublin Community Facilities District No 2015-1,CA,"Alameda, CA",3.670341099,95.5892411,7/18/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,5,9/1/2026,360000,2.38,#N/A Authorization,95.5892411,FED & ST TAX-EXEMPT,,Alameda County,CA,Alameda County,37.647139,-121.912488
735,022483MG3,City of Alvin TX Water & Sewer System Revenue,TX,"Brazoria, TX",0.515682514,9.745986301,6/1/2019,WATER UTILITY IMPS. SEWER IMPS.,5,2/1/2023,765000,1.6,#N/A Authorization,9.745986301,FED TAX-EXEMPT,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
736,022483ML2,City of Alvin TX Water & Sewer System Revenue,TX,"Brazoria, TX",4.01048939,21.04329041,6/1/2019,WATER UTILITY IMPS. SEWER IMPS.,5,2/1/2027,765000,1.8,#N/A Authorization,21.04329041,FED TAX-EXEMPT,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
737,022483MJ7,City of Alvin TX Water & Sewer System Revenue,TX,"Brazoria, TX",2.339655762,14.65839452,6/1/2019,WATER UTILITY IMPS. SEWER IMPS.,5,2/1/2025,765000,1.68,#N/A Authorization,14.65839452,FED TAX-EXEMPT,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
738,022483MH1,City of Alvin TX Water & Sewer System Revenue,TX,"Brazoria, TX",1.448580322,11.4649863,6/1/2019,WATER UTILITY IMPS. SEWER IMPS.,5,2/1/2024,765000,1.63,#N/A Authorization,11.4649863,FED TAX-EXEMPT,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
739,022483MM0,City of Alvin TX Water & Sewer System Revenue,TX,"Brazoria, TX",4.793744297,26.56015342,6/1/2019,WATER UTILITY IMPS. SEWER IMPS.,5,2/1/2028,765000,1.9,#N/A Authorization,26.56015342,FED TAX-EXEMPT,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
740,023339HG2,Ambridge Borough Water Authority,PA,"Beaver, PA",1.280458286,40.92451178,8/29/2019,CURRENT REFUNDING WATER UTILITY IMPS.,4,11/15/2023,610000,1.33,#N/A Authorization,40.92451178,FED & ST TAX-EXEMPT,,Beaver County,PA,Beaver County,40.68414,-80.350721
741,022483MK4,City of Alvin TX Water & Sewer System Revenue,TX,"Brazoria, TX",3.192892595,14.13478904,6/1/2019,WATER UTILITY IMPS. SEWER IMPS.,5,2/1/2026,765000,1.7,#N/A Authorization,14.13478904,FED TAX-EXEMPT,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
742,023339HF4,Ambridge Borough Water Authority,PA,"Beaver, PA",0.318495733,35.47715671,8/29/2019,CURRENT REFUNDING WATER UTILITY IMPS.,4,11/15/2022,585000,1.27,#N/A Authorization,35.47715671,FED & ST TAX-EXEMPT,,Beaver County,PA,Beaver County,40.68414,-80.350721
743,034286BK9,Town of Andover MA,MA,"Essex, MA",0.235673199,-10.07106849,12/18/2019,WATER UTILITY IMPS. PUBLIC FACILITIES REFUNDING NOTES,5,10/15/2022,550000,1,#N/A Authorization,-10.07106849,FED & ST TAX-EXEMPT,,,MA,Essex County,42.642708,-70.864909
744,034286BL7,Town of Andover MA,MA,"Essex, MA",1.191947281,-9.272136986,12/18/2019,WATER UTILITY IMPS. PUBLIC FACILITIES REFUNDING NOTES,5,10/15/2023,550000,1.02,#N/A Authorization,-9.272136986,FED & ST TAX-EXEMPT,45000,,MA,Essex County,42.642708,-70.864909
745,034789UJ4,City of Angleton TX,TX,"Brazoria, TX",2.454852397,36.60567671,10/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,2.375,2/15/2025,395000,1.5,#N/A Authorization,36.60567671,FED BQ,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
746,034789UL9,City of Angleton TX,TX,"Brazoria, TX",4.11668527,38.90982192,10/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,4,2/15/2027,520000,1.6,#N/A Authorization,38.90982192,FED BQ,,Brazoria County,TX,Brazoria County,29.167817,-95.434647
747,121385K72,City of Burleson TX,TX,"Johnson, TX",1.531018796,13.69170959,6/5/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,5,3/1/2024,460000,1.75,#N/A Authorization,13.69170959,FED TAX-EXEMPT,,Johnson County,TX,Johnson County,32.379821,-97.364959
748,121385L22,City of Burleson TX,TX,"Johnson, TX",4.090945257,15.71818356,6/5/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,5,3/1/2027,525000,1.88,#N/A Authorization,15.71818356,FED TAX-EXEMPT,60000,Johnson County,TX,Johnson County,32.379821,-97.364959
749,222885QB4,Town of Coventry RI,RI,"Kent, RI",2.517784673,10.34368493,3/27/2019,PUBLIC FACILITIES WATER UTILITY IMPS.,3,3/15/2025,400000,1.87,#N/A Authorization,10.34368493,FED BQ/ST TAX-EXEMPT,60000,,RI,Kent County,41.675118,-71.580282
750,222885QD0,Town of Coventry RI,RI,"Kent, RI",4.286985184,17.90160274,3/27/2019,PUBLIC FACILITIES WATER UTILITY IMPS.,3,3/15/2027,400000,2.12,#N/A Authorization,17.90160274,FED BQ/ST TAX-EXEMPT,,,RI,Kent County,41.675118,-71.580282
751,222885QF5,Town of Coventry RI,RI,"Kent, RI",5.791619754,23.09302192,3/27/2019,PUBLIC FACILITIES WATER UTILITY IMPS.,4,3/15/2029,400000,2.37,#N/A Authorization,23.09302192,FED BQ/ST TAX-EXEMPT,,,RI,Kent County,41.675118,-71.580282
752,157793DC1,Chambers County Improvement District No 2,TX,"Chambers, TX",0.361520435,115.6314,8/1/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,2.4,12/1/2022,80000,2.4,#N/A Authorization,115.6314,FED BQ,,Chambers County,TX,Chambers County,29.696374,-94.669445
753,157793DD9,Chambers County Improvement District No 2,TX,"Chambers, TX",1.328412635,133.1496,8/1/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,2.6,12/1/2023,85000,2.6,#N/A Authorization,133.1496,FED BQ,,Chambers County,TX,Chambers County,29.696374,-94.669445
754,157793DE7,Chambers County Improvement District No 2,TX,"Chambers, TX",2.267403695,139.3007397,8/1/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,2.7,12/1/2024,90000,2.7,#N/A Authorization,139.3007397,FED BQ,,Chambers County,TX,Chambers County,29.696374,-94.669445
755,157793DF4,Chambers County Improvement District No 2,TX,"Chambers, TX",3.176338381,143.8830932,8/1/2019,PUBLIC IMPS. WATER UTILITY IMPS. SEWER IMPS.,2.8,12/1/2025,95000,2.8,#N/A Authorization,143.8830932,FED BQ,,Chambers County,TX,Chambers County,29.696374,-94.669445
756,260655PB5,Dowdell Public Utility District/TX,TX,"Harris, TX",0.113717603,35.97752329,11/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,4,9/1/2022,50000,1.5,#N/A Authorization,35.97752329,FED BQ,,Harris County,TX,Harris County,29.857273,-95.393037
757,260655PD1,Dowdell Public Utility District/TX,TX,"Harris, TX",1.997157581,42.58905205,11/1/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,4,9/1/2024,50000,1.6,#N/A Authorization,42.58905205,FED BQ,,Harris County,TX,Harris County,29.857273,-95.393037
758,139391ED4,Cape Fear Public Utility Authority,NC,"New Hanover, NC",0.030550837,7.077232877,11/7/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,8/1/2022,2475000,1.21,#N/A Authorization,7.077232877,FED & ST TAX-EXEMPT,100000,New Hanover County,NC,New Hanover County,34.183445,-77.864204
759,139391EE2,Cape Fear Public Utility Authority,NC,"New Hanover, NC",0.987892349,7.99430137,11/7/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,8/1/2023,2605000,1.24,#N/A Authorization,7.99430137,FED & ST TAX-EXEMPT,60000,New Hanover County,NC,New Hanover County,34.183445,-77.864204
760,139391EF9,Cape Fear Public Utility Authority,NC,"New Hanover, NC",1.89976696,8.678484932,11/7/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,8/1/2024,2735000,1.26,#N/A Authorization,8.678484932,FED & ST TAX-EXEMPT,60000,New Hanover County,NC,New Hanover County,34.183445,-77.864204
761,139391EL6,Cape Fear Public Utility Authority,NC,"New Hanover, NC",5.911795769,17.4126,11/7/2019,WATER UTILITY IMPS. SEWER IMPS. CURRENT REFUNDING,5,8/1/2029,3510000,1.6,#N/A Authorization,17.4126,FED & ST TAX-EXEMPT,20000,New Hanover County,NC,New Hanover County,34.183445,-77.864204
762,279518FL3,City of Eden Prairie MN,MN,"Hennepin, MN",0.362471456,13.18108767,12/5/2019,WATER UTILITY IMPS.,3,12/1/2022,195000,1.3,#N/A Authorization,13.18108767,FED BQ/ST TAX-EXEMPT,,Hennepin County,MN,Hennepin County,45.006121,-93.475228
763,279518FM1,City of Eden Prairie MN,MN,"Hennepin, MN",1.330500612,16.24678082,12/5/2019,WATER UTILITY IMPS.,3,12/1/2023,205000,1.35,#N/A Authorization,16.24678082,FED BQ/ST TAX-EXEMPT,,Hennepin County,MN,Hennepin County,45.006121,-93.475228
764,279518FQ2,City of Eden Prairie MN,MN,"Hennepin, MN",4.067632135,12.42605479,12/5/2019,WATER UTILITY IMPS.,3,12/1/2026,220000,1.5,#N/A Authorization,12.42605479,FED BQ/ST TAX-EXEMPT,,Hennepin County,MN,Hennepin County,45.006121,-93.475228
765,280606CM4,City of Edina MN,MN,"Hennepin, MN",1.449502633,-1.216756164,6/13/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,5,2/1/2024,945000,1.5,#N/A Authorization,-1.216756164,FED & ST TAX-EXEMPT,,Hennepin County,MN,Hennepin County,45.006121,-93.475228
766,280606CP7,City of Edina MN,MN,"Hennepin, MN",3.18745089,0.290542466,6/13/2019,WATER UTILITY IMPS. SEWER IMPS. PUBLIC IMPS.,5,2/1/2026,1040000,1.56,#N/A Authorization,0.290542466,FED & ST TAX-EXEMPT,10000,Hennepin County,MN,Hennepin County,45.006121,-93.475228
767,09320CAC1,Blaketree Municipal Utility District No 1 of Montgomery County,TX,#N/A Field Not Applicable,1.077445418,86.00666849,6/1/2019,REFUNDING NOTES SEWER IMPS. WATER UTILITY IMPS.,3,9/1/2023,240000,2.3,#N/A Authorization,86.00666849,FED BQ,,,TX,Montgomery County,30.298801,-95.50295
768,07163KBD4,Bauer Landing Water Control & Improvement District,TX,"Harris, TX",0.598174682,64.5689589,3/1/2019,WATER UTILITY IMPS. SEWER IMPS. GREEN PURPOSE,4.5,3/1/2023,75000,2.3,#N/A Authorization,64.5689589,FED BQ,,Harris County,TX,Harris County,29.857273,-95.393037
769,349316LV9,City of Fort Wayne IN Waterworks Utility Revenue,IN,"Allen, IN",0.362744231,20.58594521,6/19/2019,WATER UTILITY IMPS.,7,12/1/2022,450000,1.6,#N/A Authorization,20.58594521,FED & ST TAX-EXEMPT,,,IN,Allen County,41.091909,-85.071791
770,349316LW7,City of Fort Wayne IN Waterworks Utility Revenue,IN,"Allen, IN",1.305586216,24.31353425,6/19/2019,WATER UTILITY IMPS.,7,12/1/2023,460000,1.65,#N/A Authorization,24.31353425,FED & ST TAX-EXEMPT,30000,,IN,Allen County,41.091909,-85.071791
771,349316LX5,City of Fort Wayne IN Waterworks Utility Revenue,IN,"Allen, IN",2.202454097,27.45839452,6/19/2019,WATER UTILITY IMPS.,6.4,12/1/2024,475000,1.7,#N/A Authorization,27.45839452,FED & ST TAX-EXEMPT,,,IN,Allen County,41.091909,-85.071791
772,349316LY3,City of Fort Wayne IN Waterworks Utility Revenue,IN,"Allen, IN",3.120990916,34.28430959,6/19/2019,WATER UTILITY IMPS.,4.5,12/1/2025,490000,1.8,#N/A Authorization,34.28430959,FED & ST TAX-EXEMPT,,,IN,Allen County,41.091909,-85.071791
773,349316LZ0,City of Fort Wayne IN Waterworks Utility Revenue,IN,"Allen, IN",3.967929028,40.10912877,6/19/2019,WATER UTILITY IMPS.,4.5,12/1/2026,505000,1.9,#N/A Authorization,40.10912877,FED & ST TAX-EXEMPT,,,IN,Allen County,41.091909,-85.071791
